query_id,verse_id,query,positive,query_language,positive_language
BG_16_21_en_sa,BG_16_21,"Desire, anger and greed— this triple gate of hell brings about the ruination of the soul. Therefore, one should, avoid all these three.",त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः |कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत् |,english,sanskrit
BG_16_22_sa_en,BG_16_22,एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः |आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् |,"Freed from these three gates of hell, man works his own salvation and thereby attains the supreme goal i.e., God.",sanskrit,english
BG_16_22_en_sa,BG_16_22,"Freed from these three gates of hell, man works his own salvation and thereby attains the supreme goal i.e., God.",एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः |आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् |,english,sanskrit
BG_16_24_sa_en,BG_16_24,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ |ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि |,"Therefore, the scripture alone is your guide in determining what should be done and what should not be done. Knowing this, you ought to perform only such action as is ordained by the scriptures.",sanskrit,english
BG_16_24_en_sa,BG_16_24,"Therefore, the scripture alone is your guide in determining what should be done and what should not be done. Knowing this, you ought to perform only such action as is ordained by the scriptures.",तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ |ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि |,english,sanskrit
BG_17_1_sa_en,BG_17_1,अर्जुन उवाच |ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः |तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः |,"Arjuna said: Those who endowed with faith, worship gods and others casting aside the injunctions of the scriptures, where do they stand, Krishna,— in Sattva, Rajas or Tamas?",sanskrit,english
BG_17_1_en_sa,BG_17_1,"Arjuna said: Those who endowed with faith, worship gods and others casting aside the injunctions of the scriptures, where do they stand, Krishna,— in Sattva, Rajas or Tamas?",अर्जुन उवाच |ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः |तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः |,english,sanskrit
BG_17_2_sa_en,BG_17_2,श्रीभगवानुवाच |त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा |सात्त्विकी राजसी चैव तामसी चेति तां शृणु |,Shree Bhagavan said: that untutored innate faith of men is of three kinds—Sattvika and Rajasika and Tamasika. Hear of it from Me.,sanskrit,english
BG_17_2_en_sa,BG_17_2,Shree Bhagavan said: that untutored innate faith of men is of three kinds—Sattvika and Rajasika and Tamasika. Hear of it from Me.,श्रीभगवानुवाच |त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा |सात्त्विकी राजसी चैव तामसी चेति तां शृणु |,english,sanskrit
BG_17_4_sa_en,BG_17_4,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः |प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जनाः |,"Men of a Sattvika disposition worship gods; those of Rajasika temperament worship demigods and demons; while others, who are men of a Tamasika disposition, worship the spirits of the dead and groups of ghosts.",sanskrit,english
BG_17_4_en_sa,BG_17_4,"Men of a Sattvika disposition worship gods; those of Rajasika temperament worship demigods and demons; while others, who are men of a Tamasika disposition, worship the spirits of the dead and groups of ghosts.",यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः |प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जनाः |,english,sanskrit
BG_17_6_sa_en,BG_17_6,कर्षयन्तः शरीरस्थं भूतग्राममचेतसः |मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् |,"And who emaciate the elements constituting their body as well as Me, the supreme Spirit, dwelling in their heart,—know these senseless people to have a demoniac disposition.",sanskrit,english
BG_17_6_en_sa,BG_17_6,"And who emaciate the elements constituting their body as well as Me, the supreme Spirit, dwelling in their heart,—know these senseless people to have a demoniac disposition.",कर्षयन्तः शरीरस्थं भूतग्राममचेतसः |मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् |,english,sanskrit
BG_17_7_sa_en,BG_17_7,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः |यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु |,"Food also, which is agreeable to different men according to their innate disposition, is of three kinds. And likewise sacrifice, penance and charity too are of three kinds each; hear their distinction as follows.",sanskrit,english
BG_17_7_en_sa,BG_17_7,"Food also, which is agreeable to different men according to their innate disposition, is of three kinds. And likewise sacrifice, penance and charity too are of three kinds each; hear their distinction as follows.",आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः |यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु |,english,sanskrit
BG_17_8_sa_en,BG_17_8,आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः |रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः |,"Foods which promote longevity, intelligence, vigour, health, happiness and cheerfulness, and which are sweet, bland, substantial and naturally agreeable, are dear to the Sattvika type of men.",sanskrit,english
BG_17_8_en_sa,BG_17_8,"Foods which promote longevity, intelligence, vigour, health, happiness and cheerfulness, and which are sweet, bland, substantial and naturally agreeable, are dear to the Sattvika type of men.",आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः |रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः |,english,sanskrit
BG_17_9_sa_en,BG_17_9,कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः |आहारा राजसस्येष्टा दुःखशोकामयप्रदाः |,"Foods which are bitter, acid, salty, overhot, pungent, dry and burning, and which cause suffering, grief and sickness, are dear to the Rajasika type of men.",sanskrit,english
BG_17_9_en_sa,BG_17_9,"Foods which are bitter, acid, salty, overhot, pungent, dry and burning, and which cause suffering, grief and sickness, are dear to the Rajasika type of men.",कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः |आहारा राजसस्येष्टा दुःखशोकामयप्रदाः |,english,sanskrit
BG_17_10_sa_en,BG_17_10,यातयामं गतरसं पूति पर्युषितं च यत् |उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् |,"Food which is half-cooked or half-ripe, insipid, putrid, stale and polluted, and which is impure too, is dear to men a Tamasika disposition.",sanskrit,english
BG_17_10_en_sa,BG_17_10,"Food which is half-cooked or half-ripe, insipid, putrid, stale and polluted, and which is impure too, is dear to men a Tamasika disposition.",यातयामं गतरसं पूति पर्युषितं च यत् |उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् |,english,sanskrit
BG_17_11_sa_en,BG_17_11,अफलाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते |यष्टव्यमेवेति मनः समाधाय स सात्त्विकः |,"The sacrifice which is offered, as ordained by scriptural injunctions, by men who expect no return and who believe that such sacrifices must be performed, is Sattvika in character.",sanskrit,english
BG_17_11_en_sa,BG_17_11,"The sacrifice which is offered, as ordained by scriptural injunctions, by men who expect no return and who believe that such sacrifices must be performed, is Sattvika in character.",अफलाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते |यष्टव्यमेवेति मनः समाधाय स सात्त्विकः |,english,sanskrit
BG_17_13_sa_en,BG_17_13,विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम् |श्रद्धाविरहितं यज्ञं तामसं परिचक्षते |,"A sacrifice which has no respect for scriptural injunctions, in which no food is offered, and no sacrificial fees are paid, which is without sacred chant and devoid of faith, is said to be Tamasika.",sanskrit,english
BG_17_13_en_sa,BG_17_13,"A sacrifice which has no respect for scriptural injunctions, in which no food is offered, and no sacrificial fees are paid, which is without sacred chant and devoid of faith, is said to be Tamasika.",विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम् |श्रद्धाविरहितं यज्ञं तामसं परिचक्षते |,english,sanskrit
BG_17_14_sa_en,BG_17_14,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् |ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते |,"Worship of gods, the Brahmanas, one’s elders and wise men, purity, straightness, continence and harmlessness—this is called bodily penance.",sanskrit,english
BG_17_14_en_sa,BG_17_14,"Worship of gods, the Brahmanas, one’s elders and wise men, purity, straightness, continence and harmlessness—this is called bodily penance.",देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् |ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते |,english,sanskrit
BG_17_15_sa_en,BG_17_15,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् |स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते |,"Words which cause no annoyance to others and are truthful, agreeable and wholesome, as well as the study of the Vedas and other Sastras and the practice of repetition of the Divine Name—this is known as the austerity of speech.",sanskrit,english
BG_17_15_en_sa,BG_17_15,"Words which cause no annoyance to others and are truthful, agreeable and wholesome, as well as the study of the Vedas and other Sastras and the practice of repetition of the Divine Name—this is known as the austerity of speech.",अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् |स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते |,english,sanskrit
BG_17_17_sa_en,BG_17_17,श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरैः |अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते |,This threefold penance performed with supreme faith by Yogis expecting no return is called Sattvika.,sanskrit,english
BG_17_17_en_sa,BG_17_17,This threefold penance performed with supreme faith by Yogis expecting no return is called Sattvika.,श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरैः |अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते |,english,sanskrit
BG_17_18_sa_en,BG_17_18,सत्कारमानपूजार्थं तपो दम्भेन चैव यत् |क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् |,"The penance which is performed for the sake of show, honor, and worship, or for any other selfish purpose, either by nature or hypocrisy, is said to be Rajasic, producing uncertain and temporary results.",sanskrit,english
BG_17_18_en_sa,BG_17_18,"The penance which is performed for the sake of show, honor, and worship, or for any other selfish purpose, either by nature or hypocrisy, is said to be Rajasic, producing uncertain and temporary results.",सत्कारमानपूजार्थं तपो दम्भेन चैव यत् |क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् |,english,sanskrit
BG_17_19_sa_en,BG_17_19,मूढग्राहेणात्मनो यत्पीडया क्रियते तपः |परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् |,"Austerity which is practised through perversity and is accompanied with self-mortification or is intended to harm others, such austerity has been declared as Tamasika.",sanskrit,english
BG_17_19_en_sa,BG_17_19,"Austerity which is practised through perversity and is accompanied with self-mortification or is intended to harm others, such austerity has been declared as Tamasika.",मूढग्राहेणात्मनो यत्पीडया क्रियते तपः |परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् |,english,sanskrit
BG_17_22_sa_en,BG_17_22,अदेशकाले यद्दानमपात्रेभ्यश्च दीयते |असत्कृतमवज्ञातं तत्तामसमुदाहृतम् |,"A gift which is made without good grace and in a disdainful spirit out of time and place and to undeserving persons, is said to be Tamasika.",sanskrit,english
BG_17_22_en_sa,BG_17_22,"A gift which is made without good grace and in a disdainful spirit out of time and place and to undeserving persons, is said to be Tamasika.",अदेशकाले यद्दानमपात्रेभ्यश्च दीयते |असत्कृतमवज्ञातं तत्तामसमुदाहृतम् |,english,sanskrit
BG_17_23_sa_en,BG_17_23,ॐतत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः |ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा |,"OM, TAT and SAT—This has been declared as the threefold appellation of the Absolute, who is Truth, Consciousness and Bliss solidified. By That the Brahmanas and the Vedas as well as sacrifices were created at the cosmic dawn.",sanskrit,english
BG_17_23_en_sa,BG_17_23,"OM, TAT and SAT—This has been declared as the threefold appellation of the Absolute, who is Truth, Consciousness and Bliss solidified. By That the Brahmanas and the Vedas as well as sacrifices were created at the cosmic dawn.",ॐतत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः |ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा |,english,sanskrit
BG_17_24_sa_en,BG_17_24,तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः |प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम् |,"Therefore, acts of sacrifice, charity and austerity as enjoined by sacred precepts are always commenced by noble souls given to the recitation of Vedic chants with utterance of the divine name OM.",sanskrit,english
BG_17_24_en_sa,BG_17_24,"Therefore, acts of sacrifice, charity and austerity as enjoined by sacred precepts are always commenced by noble souls given to the recitation of Vedic chants with utterance of the divine name OM.",तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः |प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम् |,english,sanskrit
BG_17_25_sa_en,BG_17_25,तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः |दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः |,"With the idea that all this belongs to that Supreme Being, various acts of sacrifice, austerity and charity are performed by men desiring welfare, without attachment to the fruits.",sanskrit,english
BG_17_25_en_sa,BG_17_25,"With the idea that all this belongs to that Supreme Being, various acts of sacrifice, austerity and charity are performed by men desiring welfare, without attachment to the fruits.",तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः |दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः |,english,sanskrit
BG_17_26_sa_en,BG_17_26,सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते |प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते |,"The name of God, SAT, is employed in the sense of truth and goodness. And the word SAT is also used in the sense of a praiseworthy act, Arjuna.",sanskrit,english
BG_17_26_en_sa,BG_17_26,"The name of God, SAT, is employed in the sense of truth and goodness. And the word SAT is also used in the sense of a praiseworthy act, Arjuna.",सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते |प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते |,english,sanskrit
BG_17_27_sa_en,BG_17_27,यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते |कर्म चैव तदर्थीयं सदित्येवाभिधीयते |,"And the steadfastness in sacrifice, austerity, and charity is also called 'Sat,' and action done for the sake of the Supreme is also designated as 'Sat'.",sanskrit,english
BG_17_27_en_sa,BG_17_27,"And the steadfastness in sacrifice, austerity, and charity is also called 'Sat,' and action done for the sake of the Supreme is also designated as 'Sat'.",यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते |कर्म चैव तदर्थीयं सदित्येवाभिधीयते |,english,sanskrit
BG_17_28_sa_en,BG_17_28,अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत् |असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह |,"O Arjuna! Sacrifice performed without faith, charity given without faith, austerity performed without faith, and any action done without faith are all said to be 'Asat'; such actions are neither beneficial in this world nor after death.",sanskrit,english
BG_17_28_en_sa,BG_17_28,"O Arjuna! Sacrifice performed without faith, charity given without faith, austerity performed without faith, and any action done without faith are all said to be 'Asat'; such actions are neither beneficial in this world nor after death.",अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत् |असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह |,english,sanskrit
BG_18_1_sa_en,BG_18_1,अर्जुन उवाच |संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् |त्यागस्य च हृषीकेश पृथक्केशिनिषूदन |,"Arjuna said: O mighty-armed Shree Krishna, O inner controller of all, O Slayer of Kesi, I wish to know severally the truth of Samnyasa and Tyaga.",sanskrit,english
BG_18_1_en_sa,BG_18_1,"Arjuna said: O mighty-armed Shree Krishna, O inner controller of all, O Slayer of Kesi, I wish to know severally the truth of Samnyasa and Tyaga.",अर्जुन उवाच |संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् |त्यागस्य च हृषीकेश पृथक्केशिनिषूदन |,english,sanskrit
BG_18_2_sa_en,BG_18_2,श्रीभगवानुवाच |काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः |सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः |,Shree Bhagavan said: Some sages understand Samnyasa as the giving up of all actions motivated by desire; and other thinkers declare that Tyaga consists in relinquishing the fruit of all actions.,sanskrit,english
BG_18_2_en_sa,BG_18_2,Shree Bhagavan said: Some sages understand Samnyasa as the giving up of all actions motivated by desire; and other thinkers declare that Tyaga consists in relinquishing the fruit of all actions.,श्रीभगवानुवाच |काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः |सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः |,english,sanskrit
BG_18_3_sa_en,BG_18_3,त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः |यज्ञदानतपःकर्म न त्याज्यमिति चापरे |,"Some wise men declare that all actions contain a measure of evil, and are therefore worth giving up, while others say that acts of sacrifice, charity and penance are not to be given up.",sanskrit,english
BG_18_3_en_sa,BG_18_3,"Some wise men declare that all actions contain a measure of evil, and are therefore worth giving up, while others say that acts of sacrifice, charity and penance are not to be given up.",त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः |यज्ञदानतपःकर्म न त्याज्यमिति चापरे |,english,sanskrit
BG_18_4_sa_en,BG_18_4,निश्चयं शृणु मे तत्र त्यागे भरतसत्तम |त्यागो हि पुरुषव्याघ्र त्रिविधः सम्प्रकीर्तितः |,"Of Samnyasa and Tyaga, first hear My conclusion on the subject of Tyaga, Arjuna; for Tyaga, O tiger among men, has been declared to be of three kinds—Sattvika, Rajasika and Tamasika.",sanskrit,english
BG_18_4_en_sa,BG_18_4,"Of Samnyasa and Tyaga, first hear My conclusion on the subject of Tyaga, Arjuna; for Tyaga, O tiger among men, has been declared to be of three kinds—Sattvika, Rajasika and Tamasika.",निश्चयं शृणु मे तत्र त्यागे भरतसत्तम |त्यागो हि पुरुषव्याघ्र त्रिविधः सम्प्रकीर्तितः |,english,sanskrit
BG_18_6_sa_en,BG_18_6,एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च |कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् |,"Hence these acts of sacrifice, charity and penance, and all other acts too, must be performed without attachment and hope of reward: this is My considered and supreme verdict, Arjuna. A prescribed duty which is performed simply because it has to be performed, giving up attachment and fruit, that alone has been recognized as the Sattvika form of renunciation.",sanskrit,english
BG_18_6_en_sa,BG_18_6,"Hence these acts of sacrifice, charity and penance, and all other acts too, must be performed without attachment and hope of reward: this is My considered and supreme verdict, Arjuna. A prescribed duty which is performed simply because it has to be performed, giving up attachment and fruit, that alone has been recognized as the Sattvika form of renunciation.",एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च |कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् |,english,sanskrit
BG_18_10_sa_en,BG_18_10,न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते |त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः |,"One who does not look with desire upon the unskilled work and is not attached to the skilled work, that man is a true renunciant, endowed with pure goodness, free from doubt, and wise.",sanskrit,english
BG_18_10_en_sa,BG_18_10,"One who does not look with desire upon the unskilled work and is not attached to the skilled work, that man is a true renunciant, endowed with pure goodness, free from doubt, and wise.",न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते |त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः |,english,sanskrit
BG_18_11_sa_en,BG_18_11,न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः |यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते |,"Since all actions cannot be given up in their entirety by anyone possessing a body, he alone who renounces the fruit of actions is called a man of renunciation.",sanskrit,english
BG_18_11_en_sa,BG_18_11,"Since all actions cannot be given up in their entirety by anyone possessing a body, he alone who renounces the fruit of actions is called a man of renunciation.",न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः |यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते |,english,sanskrit
BG_18_12_sa_en,BG_18_12,अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम् |भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् |,"Welcome, unwelcome and mixed-threefold, indeed, is the fruit that accrues hereafter from the actions of the unrenouncing. But there is none ever for those who have renounced.",sanskrit,english
BG_18_12_en_sa,BG_18_12,"Welcome, unwelcome and mixed-threefold, indeed, is the fruit that accrues hereafter from the actions of the unrenouncing. But there is none ever for those who have renounced.",अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम् |भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् |,english,sanskrit
BG_18_14_sa_en,BG_18_14,अधिष्ठानं तथा कर्ता करणं च पृथग्विधम् |विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् |,"The following are the factors operating towards the accomplishment of actions, viz., the seat of action and the agent, the organs of different kinds and the separate movements of divergent types; and the fifth is Daiva or destiny.",sanskrit,english
BG_18_14_en_sa,BG_18_14,"The following are the factors operating towards the accomplishment of actions, viz., the seat of action and the agent, the organs of different kinds and the separate movements of divergent types; and the fifth is Daiva or destiny.",अधिष्ठानं तथा कर्ता करणं च पृथग्विधम् |विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् |,english,sanskrit
BG_18_15_sa_en,BG_18_15,शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः |न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः |,"These five are the contributory causes of whatever actions, right or wrong man performs with the mind, speech and body.",sanskrit,english
BG_18_15_en_sa,BG_18_15,"These five are the contributory causes of whatever actions, right or wrong man performs with the mind, speech and body.",शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः |न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः |,english,sanskrit
BG_18_16_sa_en,BG_18_16,तत्रैवं सति कर्तारमात्मानं केवलं तु यः |पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः |,"Notwithstanding this, however, he who, having an impure mind, regards the absolute, taintless Self alone as the doer, that man of perverse understanding does not view aright.",sanskrit,english
BG_18_16_en_sa,BG_18_16,"Notwithstanding this, however, he who, having an impure mind, regards the absolute, taintless Self alone as the doer, that man of perverse understanding does not view aright.",तत्रैवं सति कर्तारमात्मानं केवलं तु यः |पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः |,english,sanskrit
BG_18_17_sa_en,BG_18_17,यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते |हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते |,"He whose mind is free from the sense of doership, and whose reason is not tainted by worldly objects and activities, does not really slay, even having slaughtered all these creatures, nor is bound by sin.",sanskrit,english
BG_18_17_en_sa,BG_18_17,"He whose mind is free from the sense of doership, and whose reason is not tainted by worldly objects and activities, does not really slay, even having slaughtered all these creatures, nor is bound by sin.",यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते |हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते |,english,sanskrit
BG_18_18_sa_en,BG_18_18,ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना |करणं कर्म कर्तेति त्रिविधः कर्मसंग्रहः |,"The knower, knowledge and the object of knowledge—these three are the causes of action; the agent, the instrument and the action—these three constitute the collection of actions.",sanskrit,english
BG_18_18_en_sa,BG_18_18,"The knower, knowledge and the object of knowledge—these three are the causes of action; the agent, the instrument and the action—these three constitute the collection of actions.",ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना |करणं कर्म कर्तेति त्रिविधः कर्मसंग्रहः |,english,sanskrit
BG_18_19_sa_en,BG_18_19,ज्ञानं कर्म च कर्ताच त्रिधैव गुणभेदतः |प्रोच्यते गुणसङ्ख्याने यथावच्छृणु तान्यपि |,"In the branch of knowledge dealing with the Gunas or modes of Prakrti, knowledge and action as well as the doer have been declared to be of three kinds according to the Guna which predominates in each; hear them too duly from Me.",sanskrit,english
BG_18_19_en_sa,BG_18_19,"In the branch of knowledge dealing with the Gunas or modes of Prakrti, knowledge and action as well as the doer have been declared to be of three kinds according to the Guna which predominates in each; hear them too duly from Me.",ज्ञानं कर्म च कर्ताच त्रिधैव गुणभेदतः |प्रोच्यते गुणसङ्ख्याने यथावच्छृणु तान्यपि |,english,sanskrit
BG_18_20_sa_en,BG_18_20,सर्वभूतेषु येनैकं भावमव्ययमीक्षते |अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् |,"That by which man perceives one imperishable divine existence as undivided and equally present in all individual beings, know that knowledge to be Sattvika.",sanskrit,english
BG_18_20_en_sa,BG_18_20,"That by which man perceives one imperishable divine existence as undivided and equally present in all individual beings, know that knowledge to be Sattvika.",सर्वभूतेषु येनैकं भावमव्ययमीक्षते |अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् |,english,sanskrit
BG_18_21_sa_en,BG_18_21,पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान् |वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् |,"That, however, by which man cognize many existences of various kinds as apart from one another in all beings, know that knowledge to be Rajasika.",sanskrit,english
BG_18_21_en_sa,BG_18_21,"That, however, by which man cognize many existences of various kinds as apart from one another in all beings, know that knowledge to be Rajasika.",पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान् |वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् |,english,sanskrit
BG_18_22_sa_en,BG_18_22,यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम् |अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम् |,"Again, that knowledge which clings to one body as if it were the whole, and which is irrational, has no real object and is trivial, has been declared as Tamasika.",sanskrit,english
BG_18_22_en_sa,BG_18_22,"Again, that knowledge which clings to one body as if it were the whole, and which is irrational, has no real object and is trivial, has been declared as Tamasika.",यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम् |अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम् |,english,sanskrit
BG_18_23_sa_en,BG_18_23,नियतं सङ्गरहितमरागद्वेषतः कृतम् |अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते |,"That action which is ordained by the scriptures and is not accompanied by the sense of doership, and has been done without any partiality or prejudice by one who seeks no return, is called Sattvika.",sanskrit,english
BG_18_23_en_sa,BG_18_23,"That action which is ordained by the scriptures and is not accompanied by the sense of doership, and has been done without any partiality or prejudice by one who seeks no return, is called Sattvika.",नियतं सङ्गरहितमरागद्वेषतः कृतम् |अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते |,english,sanskrit
BG_18_24_sa_en,BG_18_24,यत्तु कामेप्सुना कर्म साहंकारेण वा पुनः |क्रियते बहुलायासं तद्राजसमुदाहृतम् |,"That action, however, which involves much strain and is performed by one who seeks enjoyments or by a man full of egotism, has been spoken of as Rajasika.",sanskrit,english
BG_18_24_en_sa,BG_18_24,"That action, however, which involves much strain and is performed by one who seeks enjoyments or by a man full of egotism, has been spoken of as Rajasika.",यत्तु कामेप्सुना कर्म साहंकारेण वा पुनः |क्रियते बहुलायासं तद्राजसमुदाहृतम् |,english,sanskrit
BG_18_25_sa_en,BG_18_25,अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम् |मोहादारभ्यते कर्म यत्तत्तामसमुच्यते |,"That action which is undertaken through sheer ignorance, without counting the upshot, loss to oneself, injury to others and one’s own capacity, is declared as Tamasika.",sanskrit,english
